,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
47313,1,-25.0,-227.0,724.0,-148.0,1,0,0,0,0
47314,1,275.0,385.0,610.0,964.0,0,0,0,1,0
47320,0,991.0,582.0,1750.0,1242.0,0,0,0,0,1
47321,0,-403.0,-128.0,-553.0,422.0,0,1,0,0,0
47322,0,-353.0,-935.0,-1849.0,-2817.0,0,0,1,0,0
47323,0,-825.0,-362.0,-1095.0,-395.0,1,0,0,0,0
47324,0,-859.0,-592.0,-1450.0,-575.0,0,0,0,1,0
47330,1,-588.0,-837.0,275.0,-108.0,0,0,0,0,1
47331,1,-690.0,51.0,127.0,1376.0,0,1,0,0,0
47332,1,320.0,195.0,1099.0,492.0,0,0,1,0,0
47333,1,116.0,221.0,2164.0,1717.0,1,0,0,0,0
47334,1,-98.0,-105.0,1021.0,869.0,0,0,0,1,0
47340,1,14.0,-191.0,408.0,69.0,0,0,0,0,1
47341,1,591.0,-443.0,-1.0,-897.0,0,0,0,0,1
47342,1,149.0,702.0,408.0,867.0,0,1,0,0,0
47343,1,948.0,411.0,542.0,-477.0,0,1,0,0,0
47344,1,349.0,-168.0,414.0,63.0,0,0,1,0,0
47345,1,645.0,275.0,-368.0,179.0,0,0,1,0,0
47346,1,-224.0,-127.0,86.0,-284.0,1,0,0,0,0
47347,1,1591.0,702.0,1058.0,-456.0,1,0,0,0,0
47348,1,12.0,-421.0,51.0,-359.0,0,0,0,1,0
47349,1,92.0,284.0,1222.0,-43.0,0,0,0,1,0
47360,0,284.0,157.0,330.0,37.0,0,0,0,0,1
47361,0,-255.0,-303.0,-785.0,-2026.0,0,1,0,0,0
47362,0,473.0,-315.0,716.0,591.0,0,0,1,0,0
47363,0,-395.0,-335.0,616.0,-406.0,1,0,0,0,0
47364,0,-269.0,-45.0,-325.0,-137.0,0,0,0,1,0
47370,1,531.0,412.0,462.0,919.0,0,0,0,0,1
47371,1,360.0,437.0,965.0,539.0,0,1,0,0,0
47372,1,-568.0,-242.0,311.0,242.0,0,0,1,0,0
47373,1,-325.0,279.0,-375.0,-323.0,1,0,0,0,0
47374,1,-128.0,-219.0,-329.0,-533.0,0,0,0,1,0
47380,0,-758.0,-452.0,-725.0,-156.0,0,0,0,0,1
47381,0,-222.0,260.0,146.0,1366.0,0,1,0,0,0
47382,0,-127.0,-183.0,-982.0,-626.0,0,0,1,0,0
47383,0,-389.0,-293.0,-104.0,514.0,1,0,0,0,0
47384,0,-21.0,-269.0,-166.0,-415.0,0,0,0,1,0
47390,1,-177.0,397.0,-381.0,706.0,0,0,0,0,1
47391,1,-53.0,-467.0,-379.0,-1331.0,0,1,0,0,0
47392,1,51.0,142.0,196.0,-265.0,0,0,1,0,0
47393,1,-321.0,-145.0,-135.0,-242.0,1,0,0,0,0
47394,1,-148.0,107.0,-32.0,636.0,0,0,0,1,0
47400,0,-1001.0,-125.0,-2073.0,-402.0,0,0,0,0,1
47401,0,-1007.0,-1245.0,-1792.0,-1668.0,0,1,0,0,0
47402,0,-499.0,-486.0,-1615.0,-829.0,0,0,1,0,0
47403,0,-385.0,-655.0,-407.0,-743.0,1,0,0,0,0
47404,0,-445.0,-628.0,-1285.0,-656.0,0,0,0,1,0
47410,1,321.0,321.0,251.0,296.0,0,0,0,0,1
47411,1,-3.0,-8.0,397.0,-415.0,0,1,0,0,0
47412,1,-12.0,614.0,-477.0,476.0,0,0,1,0,0
47413,1,-116.0,-156.0,222.0,-14.0,1,0,0,0,0
47414,1,70.0,260.0,120.0,421.0,0,0,0,1,0
47420,0,-106.0,-138.0,110.0,468.0,0,0,0,0,1
47421,0,-206.0,-487.0,220.0,-1031.0,0,1,0,0,0
47422,0,-156.0,14.0,-29.0,230.0,0,0,1,0,0
47423,0,519.0,421.0,1287.0,342.0,1,0,0,0,0
47424,0,-113.0,-232.0,-232.0,-652.0,0,0,0,1,0
47430,0,-66.0,-545.0,-1430.0,-1701.0,0,0,0,0,1
47431,0,-783.0,-345.0,-1367.0,-809.0,0,1,0,0,0
47432,0,-538.0,-722.0,-1366.0,-1260.0,0,0,1,0,0
47433,0,76.0,-470.0,47.0,-506.0,1,0,0,0,0
47434,0,-42.0,-252.0,-268.0,-423.0,0,0,0,1,0
47440,1,-6.0,723.0,-279.0,83.0,0,0,0,0,1
47441,1,-1378.0,-1662.0,-2174.0,-2492.0,0,1,0,0,0
47442,1,-282.0,-701.0,-814.0,-1556.0,0,0,1,0,0
47443,1,674.0,648.0,1784.0,1120.0,1,0,0,0,0
47444,1,-56.0,116.0,-90.0,-214.0,0,0,0,1,0
47450,0,363.0,243.0,326.0,-98.0,0,0,0,0,1
47451,0,-767.0,-480.0,-848.0,-699.0,0,1,0,0,0
47452,0,-631.0,-56.0,-1060.0,-636.0,0,0,1,0,0
47453,0,-111.0,139.0,-476.0,1038.0,1,0,0,0,0
47454,0,87.0,307.0,-19.0,471.0,0,0,0,1,0
47460,0,-32.0,-555.0,-359.0,-458.0,0,0,0,0,1
47461,0,64.0,-501.0,260.0,-723.0,0,1,0,0,0
47462,0,-228.0,-264.0,-310.0,-983.0,0,0,1,0,0
47463,0,-334.0,-908.0,-710.0,-1132.0,1,0,0,0,0
47464,0,-668.0,-280.0,-869.0,-846.0,0,0,0,1,0
47470,0,-32.0,-116.0,582.0,159.0,0,0,0,0,1
47471,0,668.0,1520.0,1027.0,784.0,0,1,0,0,0
47472,0,-303.0,-326.0,190.0,-492.0,0,0,1,0,0
47473,0,-109.0,-240.0,-25.0,-669.0,1,0,0,0,0
47474,0,50.0,432.0,136.0,662.0,0,0,0,1,0
47480,1,78.0,34.0,719.0,518.0,0,0,0,0,1
47481,1,-205.0,96.0,202.0,1058.0,0,1,0,0,0
47482,1,-16.0,133.0,416.0,258.0,0,0,1,0,0
47483,1,-31.0,35.0,524.0,471.0,1,0,0,0,0
47484,1,-156.0,197.0,183.0,1032.0,0,0,0,1,0
47490,1,150.0,121.0,1084.0,226.0,0,0,0,0,1
47491,1,977.0,451.0,1451.0,782.0,0,1,0,0,0
47492,1,-365.0,216.0,-315.0,457.0,0,0,1,0,0
47493,1,338.0,311.0,387.0,-11.0,1,0,0,0,0
47494,1,103.0,-516.0,124.0,-403.0,0,0,0,1,0
47500,0,342.0,106.0,1131.0,344.0,0,0,0,0,1
47501,0,-784.0,-554.0,-747.0,-883.0,0,1,0,0,0
47502,0,-960.0,-1438.0,-1370.0,-1926.0,0,0,1,0,0
47503,0,250.0,223.0,264.0,839.0,1,0,0,0,0
47504,0,72.0,-386.0,170.0,-38.0,0,0,0,1,0
47510,1,-833.0,-662.0,-1350.0,-421.0,0,0,0,0,1
47511,1,107.0,-540.0,125.0,-401.0,0,1,0,0,0
47512,1,788.0,-49.0,1037.0,1057.0,0,0,1,0,0
47513,1,76.0,582.0,-458.0,405.0,1,0,0,0,0
47514,1,617.0,-301.0,881.0,-221.0,0,0,0,1,0
47520,0,-96.0,-329.0,-615.0,-898.0,0,0,0,0,1
47521,0,-222.0,-574.0,-67.0,-1176.0,0,1,0,0,0
47522,0,-369.0,116.0,-514.0,301.0,0,0,1,0,0
47523,0,-261.0,-417.0,-685.0,-564.0,1,0,0,0,0
47524,0,-73.0,225.0,-246.0,-205.0,0,0,0,1,0
47530,1,104.0,471.0,1165.0,755.0,0,0,0,0,1
47531,1,-304.0,-693.0,-14.0,-290.0,0,1,0,0,0
47532,1,-134.0,-220.0,-784.0,-787.0,0,0,1,0,0
47533,1,-172.0,-227.0,1221.0,1211.0,1,0,0,0,0
47534,1,-89.0,-49.0,165.0,370.0,0,0,0,1,0
47540,1,775.0,929.0,1531.0,878.0,0,0,0,0,1
47541,1,552.0,778.0,968.0,1238.0,0,1,0,0,0
47542,1,-206.0,-659.0,499.0,-312.0,0,0,1,0,0
47543,1,101.0,-93.0,723.0,799.0,1,0,0,0,0
47544,1,448.0,-180.0,633.0,-246.0,0,0,0,1,0
47550,0,-264.0,-423.0,-454.0,199.0,0,0,0,0,1
47551,0,-978.0,-575.0,-1945.0,-1101.0,0,1,0,0,0
47552,0,-544.0,-392.0,-247.0,-128.0,0,0,1,0,0
47553,0,-699.0,-472.0,-2163.0,-730.0,1,0,0,0,0
47554,0,-296.0,-242.0,-405.0,-284.0,0,0,0,1,0
47560,0,-3.0,-109.0,-1133.0,-1184.0,0,0,0,0,1
47561,0,-153.0,-42.0,-2057.0,-1989.0,0,1,0,0,0
47562,0,540.0,305.0,316.0,273.0,0,0,1,0,0
47563,0,208.0,124.0,862.0,681.0,1,0,0,0,0
47564,0,20.0,64.0,134.0,163.0,0,0,0,1,0
47570,0,-404.0,-346.0,-1943.0,-832.0,0,0,0,0,1
47571,0,564.0,93.0,1083.0,539.0,0,1,0,0,0
47572,0,146.0,382.0,-574.0,-353.0,0,0,1,0,0
47573,0,-214.0,515.0,-1655.0,-727.0,1,0,0,0,0
47574,0,-134.0,533.0,-372.0,-274.0,0,0,0,1,0
47580,1,-61.0,-180.0,-154.0,246.0,0,0,0,0,1
47581,1,-669.0,157.0,-656.0,46.0,0,1,0,0,0
47582,1,929.0,340.0,766.0,-122.0,0,0,1,0,0
47583,1,-522.0,-439.0,-704.0,-253.0,1,0,0,0,0
47584,1,-346.0,-256.0,-413.0,-351.0,0,0,0,1,0
47590,0,-354.0,-452.0,-578.0,-137.0,0,0,0,0,1
47591,0,-164.0,6.0,360.0,-235.0,0,1,0,0,0
47592,0,-470.0,-195.0,-753.0,-450.0,0,0,1,0,0
47593,0,-457.0,358.0,135.0,873.0,1,0,0,0,0
47594,0,-285.0,122.0,-633.0,-362.0,0,0,0,1,0
47600,0,90.0,365.0,467.0,760.0,0,0,0,0,1
47601,0,-178.0,-215.0,412.0,-309.0,0,1,0,0,0
47602,0,-637.0,220.0,-707.0,-259.0,0,0,1,0,0
47603,0,-772.0,-632.0,-1004.0,-1107.0,1,0,0,0,0
47604,0,-422.0,93.0,-278.0,380.0,0,0,0,1,0
47610,1,624.0,592.0,503.0,143.0,0,0,0,0,1
47611,1,-387.0,-412.0,-1415.0,-996.0,0,1,0,0,0
47612,1,-23.0,-46.0,99.0,287.0,0,0,1,0,0
47613,1,-30.0,577.0,263.0,654.0,1,0,0,0,0
47614,1,-130.0,-304.0,-144.0,-609.0,0,0,0,1,0
47620,1,,,,,0,0,0,0,1
47621,1,,,,,0,1,0,0,0
47622,1,,,,,0,0,1,0,0
47623,1,,,,,1,0,0,0,0
47624,1,,,,,0,0,0,1,0
47630,0,-48.0,528.0,-283.0,114.0,0,0,0,0,1
47631,0,-905.0,-578.0,-452.0,-335.0,0,1,0,0,0
47632,0,-380.0,-20.0,-153.0,192.0,0,0,1,0,0
47633,0,-281.0,-516.0,544.0,-396.0,1,0,0,0,0
47634,0,206.0,217.0,730.0,130.0,0,0,0,1,0
47640,0,-527.0,216.0,-760.0,-393.0,0,0,0,0,1
47641,0,-172.0,-10.0,-504.0,103.0,0,1,0,0,0
47642,0,-1480.0,-260.0,-2018.0,-428.0,0,0,1,0,0
47643,0,-67.0,146.0,-535.0,-268.0,1,0,0,0,0
47644,0,-183.0,-486.0,-315.0,-537.0,0,0,0,1,0
47650,1,1341.0,939.0,1861.0,631.0,0,0,0,0,1
47651,1,1184.0,541.0,1673.0,908.0,0,1,0,0,0
47652,1,262.0,487.0,575.0,639.0,0,0,1,0,0
47653,1,-581.0,-647.0,-29.0,-622.0,1,0,0,0,0
47654,1,18.0,304.0,733.0,966.0,0,0,0,1,0
47660,1,2444.0,1067.0,3912.0,1291.0,0,0,0,0,1
47661,1,460.0,116.0,632.0,548.0,0,1,0,0,0
47662,1,80.0,-232.0,977.0,364.0,0,0,1,0,0
47663,1,520.0,792.0,1417.0,1166.0,1,0,0,0,0
47664,1,472.0,350.0,951.0,184.0,0,0,0,1,0
47670,1,-1540.0,-1477.0,-1892.0,-1674.0,0,0,0,0,1
47671,1,837.0,-97.0,901.0,36.0,0,1,0,0,0
47672,1,-131.0,-278.0,-612.0,-464.0,0,0,1,0,0
47673,1,635.0,360.0,1301.0,307.0,1,0,0,0,0
47674,1,380.0,702.0,583.0,776.0,0,0,0,1,0
47680,0,-655.0,-762.0,-1556.0,-286.0,0,0,0,0,1
47681,0,125.0,473.0,-212.0,785.0,0,1,0,0,0
47682,0,193.0,-733.0,-214.0,-1596.0,0,0,1,0,0
47683,0,578.0,-45.0,52.0,-487.0,1,0,0,0,0
47684,0,259.0,262.0,-26.0,-139.0,0,0,0,1,0
47690,0,738.0,59.0,2253.0,640.0,0,0,0,0,1
47691,0,365.0,684.0,269.0,126.0,0,1,0,0,0
47692,0,386.0,-44.0,346.0,63.0,0,0,1,0,0
47693,0,-585.0,502.0,-791.0,283.0,1,0,0,0,0
47694,0,-288.0,-680.0,-693.0,-493.0,0,0,0,1,0
47700,0,443.0,560.0,1146.0,1616.0,0,0,0,0,1
47701,0,-563.0,-1381.0,-1115.0,-2020.0,0,1,0,0,0
47702,0,179.0,-51.0,293.0,-430.0,0,0,1,0,0
47703,0,-526.0,-272.0,-471.0,-168.0,1,0,0,0,0
47704,0,55.0,95.0,126.0,249.0,0,0,0,1,0
47710,1,519.0,399.0,145.0,460.0,0,0,0,0,1
47711,1,159.0,511.0,472.0,689.0,0,1,0,0,0
47712,1,292.0,169.0,544.0,212.0,0,0,1,0,0
47713,1,163.0,617.0,686.0,984.0,1,0,0,0,0
47714,1,171.0,279.0,315.0,186.0,0,0,0,1,0
47720,1,193.0,216.0,402.0,213.0,0,0,0,0,1
47721,1,1101.0,1314.0,931.0,744.0,0,1,0,0,0
47722,1,801.0,673.0,959.0,394.0,0,0,1,0,0
47723,1,1241.0,-228.0,1737.0,527.0,1,0,0,0,0
47724,1,503.0,188.0,475.0,-373.0,0,0,0,1,0
47730,0,-128.0,524.0,-1038.0,182.0,0,0,0,0,1
47731,0,-608.0,-1345.0,-563.0,-2095.0,0,1,0,0,0
47732,0,-828.0,-163.0,-930.0,542.0,0,0,1,0,0
47733,0,7.0,-270.0,303.0,-338.0,1,0,0,0,0
47734,0,-92.0,30.0,77.0,-25.0,0,0,0,1,0
47740,1,2063.0,1585.0,2868.0,2164.0,0,0,0,0,1
47741,1,1265.0,1114.0,1666.0,1599.0,0,1,0,0,0
47742,1,648.0,143.0,1034.0,406.0,0,0,1,0,0
47743,1,-521.0,-686.0,51.0,-211.0,1,0,0,0,0
47744,1,-17.0,482.0,54.0,944.0,0,0,0,1,0
47750,1,464.0,-363.0,2377.0,1509.0,0,0,0,0,1
47751,1,1417.0,824.0,2239.0,1556.0,0,1,0,0,0
47752,1,1051.0,1212.0,1793.0,1483.0,0,0,1,0,0
47753,1,350.0,782.0,260.0,915.0,1,0,0,0,0
47754,1,632.0,-235.0,633.0,-727.0,0,0,0,1,0
47760,1,913.0,929.0,1814.0,1764.0,0,0,0,0,1
47761,1,192.0,582.0,910.0,997.0,0,1,0,0,0
47762,1,-210.0,41.0,253.0,172.0,0,0,1,0,0
47763,1,344.0,179.0,1998.0,864.0,1,0,0,0,0
47764,1,-72.0,-178.0,111.0,909.0,0,0,0,1,0
47770,0,290.0,-140.0,1260.0,-40.0,0,0,0,0,1
47771,0,-488.0,-168.0,-550.0,595.0,0,1,0,0,0
47772,0,-411.0,-421.0,-598.0,-728.0,0,0,1,0,0
47773,0,401.0,23.0,570.0,-229.0,1,0,0,0,0
47774,0,733.0,-232.0,642.0,87.0,0,0,0,1,0
47780,1,-823.0,-1290.0,-1994.0,-2484.0,0,0,0,0,1
47781,1,480.0,-236.0,277.0,-579.0,0,1,0,0,0
47782,1,450.0,503.0,226.0,134.0,0,0,1,0,0
47783,1,300.0,383.0,-542.0,69.0,1,0,0,0,0
47784,1,-38.0,-407.0,-324.0,285.0,0,0,0,1,0
47790,0,-638.0,-366.0,-1189.0,-926.0,0,0,0,0,1
47791,0,407.0,80.0,895.0,173.0,0,1,0,0,0
47792,0,523.0,510.0,-968.0,-27.0,0,0,1,0,0
47793,0,660.0,779.0,-170.0,257.0,1,0,0,0,0
47794,0,924.0,-230.0,544.0,-978.0,0,0,0,1,0
47800,0,226.0,-138.0,520.0,507.0,0,0,0,0,1
47801,0,-944.0,-708.0,-1713.0,-1145.0,0,1,0,0,0
47802,0,-1223.0,-594.0,-1443.0,220.0,0,0,1,0,0
47803,0,-563.0,-5.0,-1601.0,-1002.0,1,0,0,0,0
47804,0,-314.0,-754.0,-237.0,-952.0,0,0,0,1,0
47810,1,635.0,1322.0,280.0,1331.0,0,0,0,0,1
47811,1,172.0,275.0,275.0,91.0,0,1,0,0,0
47812,1,10.0,91.0,22.0,624.0,0,0,1,0,0
47813,1,-671.0,-311.0,-701.0,73.0,1,0,0,0,0
47814,1,-203.0,-562.0,-198.0,-465.0,0,0,0,1,0
47820,1,769.0,189.0,2033.0,84.0,0,0,0,0,1
47821,1,692.0,565.0,826.0,-100.0,0,1,0,0,0
47822,1,106.0,224.0,580.0,1010.0,0,0,1,0,0
47823,1,-671.0,104.0,-1440.0,223.0,1,0,0,0,0
47824,1,-126.0,-320.0,-10.0,-442.0,0,0,0,1,0
47830,0,-1193.0,-1085.0,-675.0,-102.0,0,0,0,0,1
47831,0,364.0,241.0,-810.0,-1031.0,0,1,0,0,0
47832,0,-232.0,-669.0,-324.0,-544.0,0,0,1,0,0
47833,0,369.0,469.0,516.0,1258.0,1,0,0,0,0
47834,0,882.0,1076.0,619.0,338.0,0,0,0,1,0
47840,1,-21.0,180.0,57.0,3.0,0,0,0,0,1
47841,1,-130.0,401.0,115.0,389.0,0,1,0,0,0
47842,1,120.0,-11.0,535.0,-227.0,0,0,1,0,0
47843,1,241.0,517.0,304.0,1006.0,1,0,0,0,0
47844,1,62.0,-104.0,213.0,-167.0,0,0,0,1,0
47850,0,-39.0,130.0,-1244.0,155.0,0,0,0,0,1
47851,0,104.0,321.0,60.0,192.0,0,1,0,0,0
47852,0,593.0,-138.0,1172.0,533.0,0,0,1,0,0
47853,0,152.0,97.0,-173.0,-298.0,1,0,0,0,0
47854,0,66.0,161.0,173.0,-248.0,0,0,0,1,0
47860,0,4.0,-220.0,516.0,-131.0,0,0,0,0,1
47861,0,466.0,815.0,530.0,756.0,0,1,0,0,0
47862,0,190.0,208.0,269.0,349.0,0,0,1,0,0
47863,0,-159.0,-539.0,-483.0,-775.0,1,0,0,0,0
47864,0,125.0,482.0,35.0,145.0,0,0,0,1,0
47870,1,164.0,436.0,745.0,238.0,0,0,0,0,1
47871,1,1142.0,1021.0,2229.0,1394.0,0,1,0,0,0
47872,1,646.0,-102.0,705.0,104.0,0,0,1,0,0
47873,1,136.0,123.0,494.0,-162.0,1,0,0,0,0
47874,1,187.0,108.0,388.0,-411.0,0,0,0,1,0
47880,1,820.0,492.0,2787.0,1174.0,0,0,0,0,1
47881,1,375.0,563.0,110.0,618.0,0,1,0,0,0
47882,1,-251.0,-590.0,-337.0,-446.0,0,0,1,0,0
47883,1,-230.0,-398.0,-661.0,-442.0,1,0,0,0,0
47884,1,161.0,188.0,77.0,207.0,0,0,0,1,0
47890,0,-2139.0,-1058.0,-2122.0,-985.0,0,0,0,0,1
47891,0,-200.0,941.0,-318.0,1370.0,0,1,0,0,0
47892,0,199.0,255.0,902.0,744.0,0,0,1,0,0
47893,0,586.0,51.0,-282.0,-1178.0,1,0,0,0,0
47894,0,-752.0,290.0,-1081.0,-303.0,0,0,0,1,0
47900,1,982.0,432.0,851.0,215.0,0,0,0,0,1
47901,1,107.0,177.0,-140.0,-505.0,0,1,0,0,0
47902,1,716.0,157.0,1530.0,1050.0,0,0,1,0,0
47903,1,-414.0,-119.0,-467.0,-509.0,1,0,0,0,0
47904,1,-330.0,-803.0,-2.0,-390.0,0,0,0,1,0
47910,0,-52.0,249.0,-508.0,650.0,0,0,0,0,1
47911,0,-262.0,-46.0,-1329.0,-1596.0,0,1,0,0,0
47912,0,-1134.0,-1140.0,-1607.0,-1218.0,0,0,1,0,0
47913,0,-322.0,-287.0,-406.0,188.0,1,0,0,0,0
47914,0,-154.0,-32.0,-379.0,-575.0,0,0,0,1,0
47920,0,-476.0,-426.0,-1071.0,-902.0,0,0,0,0,1
47921,0,187.0,0.0,79.0,475.0,0,1,0,0,0
47922,0,-433.0,-165.0,-192.0,661.0,0,0,1,0,0
47923,0,-225.0,-525.0,-1046.0,-1026.0,1,0,0,0,0
47924,0,329.0,-33.0,-150.0,103.0,0,0,0,1,0
47930,0,-712.0,414.0,-372.0,733.0,0,0,0,0,1
47931,0,97.0,465.0,1392.0,1726.0,0,1,0,0,0
47932,0,258.0,1493.0,1121.0,2608.0,0,0,1,0,0
47933,0,-230.0,-696.0,-91.0,-1552.0,1,0,0,0,0
47934,0,-1074.0,-1567.0,-1313.0,-2504.0,0,0,0,1,0
47940,1,-100.0,-340.0,642.0,17.0,0,0,0,0,1
47941,1,89.0,200.0,979.0,470.0,0,1,0,0,0
47942,1,379.0,374.0,412.0,-32.0,0,0,1,0,0
47943,1,189.0,-39.0,2028.0,496.0,1,0,0,0,0
47944,1,3.0,326.0,589.0,435.0,0,0,0,1,0
47950,1,1734.0,1477.0,2642.0,1576.0,0,0,0,0,1
47951,1,473.0,166.0,1690.0,970.0,0,1,0,0,0
47952,1,-512.0,-449.0,478.0,267.0,0,0,1,0,0
47953,1,222.0,883.0,-313.0,861.0,1,0,0,0,0
47954,1,-50.0,-230.0,402.0,-143.0,0,0,0,1,0
47960,1,103.0,90.0,399.0,-97.0,0,0,0,0,1
47961,1,91.0,70.0,482.0,182.0,0,1,0,0,0
47962,1,12.0,148.0,-979.0,-1.0,0,0,1,0,0
47963,1,10.0,117.0,60.0,433.0,1,0,0,0,0
47964,1,128.0,-207.0,5.0,-1349.0,0,0,0,1,0
47970,1,-132.0,147.0,712.0,1030.0,0,0,0,0,1
47971,1,-297.0,-1012.0,-632.0,-1809.0,0,1,0,0,0
47972,1,1014.0,621.0,1379.0,1020.0,0,0,1,0,0
47973,1,-173.0,146.0,-527.0,-20.0,1,0,0,0,0
47974,1,-238.0,-277.0,-707.0,-1269.0,0,0,0,1,0
47980,0,655.0,307.0,1075.0,198.0,0,0,0,0,1
47981,0,-120.0,-214.0,-517.0,-1298.0,0,1,0,0,0
47982,0,-200.0,-142.0,-1431.0,-354.0,0,0,1,0,0
47983,0,803.0,659.0,1822.0,1043.0,1,0,0,0,0
47984,0,-260.0,-308.0,-770.0,-1316.0,0,0,0,1,0
47990,0,419.0,387.0,1656.0,735.0,0,0,0,0,1
47991,0,632.0,466.0,1583.0,1285.0,0,1,0,0,0
47992,0,-325.0,-54.0,-900.0,-795.0,0,0,1,0,0
47993,0,-583.0,-215.0,-1529.0,-774.0,1,0,0,0,0
47994,0,-417.0,444.0,-1839.0,-1151.0,0,0,0,1,0
48000,1,-6.0,81.0,-706.0,-1.0,0,0,0,0,1
48001,1,492.0,237.0,945.0,29.0,0,1,0,0,0
48002,1,926.0,111.0,1452.0,429.0,0,0,1,0,0
48003,1,219.0,708.0,998.0,1088.0,1,0,0,0,0
48004,1,347.0,167.0,1148.0,328.0,0,0,0,1,0
48010,1,-182.0,-499.0,35.0,60.0,0,0,0,0,1
48011,1,-443.0,-326.0,-626.0,-1453.0,0,1,0,0,0
48012,1,-678.0,-667.0,-788.0,-348.0,0,0,1,0,0
48013,1,149.0,336.0,-499.0,76.0,1,0,0,0,0
48014,1,-178.0,-115.0,-12.0,-118.0,0,0,0,1,0
48020,1,961.0,732.0,1979.0,1218.0,0,0,0,0,1
48021,1,-31.0,-5.0,1021.0,700.0,0,1,0,0,0
48022,1,296.0,-298.0,1901.0,699.0,0,0,1,0,0
48023,1,-426.0,-861.0,374.0,-483.0,1,0,0,0,0
48024,1,153.0,283.0,631.0,362.0,0,0,0,1,0
48030,1,-778.0,-272.0,-166.0,-97.0,0,0,0,0,1
48031,1,344.0,191.0,150.0,-136.0,0,1,0,0,0
48032,1,824.0,796.0,1434.0,1362.0,0,0,1,0,0
48033,1,441.0,-118.0,826.0,-789.0,1,0,0,0,0
48034,1,146.0,-475.0,407.0,130.0,0,0,0,1,0
48040,1,405.0,545.0,111.0,278.0,0,0,0,0,1
48041,1,1167.0,727.0,1837.0,1679.0,0,1,0,0,0
48042,1,690.0,792.0,563.0,634.0,0,0,1,0,0
48043,1,105.0,82.0,978.0,223.0,1,0,0,0,0
48044,1,-8.0,49.0,322.0,454.0,0,0,0,1,0
48050,0,1990.0,1316.0,2156.0,763.0,0,0,0,0,1
48051,0,1468.0,1183.0,1384.0,916.0,0,1,0,0,0
48052,0,1247.0,-41.0,1638.0,263.0,0,0,1,0,0
48053,0,99.0,39.0,392.0,81.0,1,0,0,0,0
48054,0,-61.0,106.0,-628.0,-162.0,0,0,0,1,0
48060,1,-421.0,-678.0,-712.0,-639.0,0,0,0,0,1
48061,1,558.0,901.0,896.0,1362.0,0,1,0,0,0
48062,1,76.0,-343.0,-57.0,-216.0,0,0,1,0,0
48063,1,60.0,-284.0,-113.0,-457.0,1,0,0,0,0
48064,1,-146.0,-106.0,-203.0,46.0,0,0,0,1,0
48070,1,-233.0,-399.0,-150.0,-522.0,0,0,0,0,1
48071,1,-188.0,-388.0,-483.0,-130.0,0,1,0,0,0
48072,1,463.0,884.0,1212.0,1392.0,0,0,1,0,0
48073,1,448.0,151.0,565.0,-288.0,1,0,0,0,0
48074,1,15.0,127.0,57.0,811.0,0,0,0,1,0
48080,1,-54.0,164.0,335.0,691.0,0,0,0,0,1
48081,1,419.0,510.0,752.0,1070.0,0,1,0,0,0
48082,1,988.0,557.0,1702.0,1030.0,0,0,1,0,0
48083,1,118.0,156.0,1266.0,189.0,1,0,0,0,0
48084,1,55.0,204.0,290.0,-23.0,0,0,0,1,0
48090,0,-340.0,390.0,-656.0,409.0,0,0,0,0,1
48091,0,-259.0,-581.0,201.0,-32.0,0,1,0,0,0
48092,0,525.0,61.0,479.0,-339.0,0,0,1,0,0
48093,0,751.0,4.0,-221.0,-808.0,1,0,0,0,0
48094,0,92.0,-155.0,90.0,289.0,0,0,0,1,0
48100,1,239.0,216.0,299.0,792.0,0,0,0,0,1
48101,1,87.0,148.0,900.0,1027.0,0,1,0,0,0
48102,1,152.0,43.0,247.0,-378.0,0,0,1,0,0
48103,1,105.0,528.0,492.0,830.0,1,0,0,0,0
48104,1,158.0,-169.0,375.0,641.0,0,0,0,1,0
48110,0,-268.0,-128.0,-585.0,44.0,0,0,0,0,1
48111,0,-683.0,-666.0,-1256.0,-1318.0,0,1,0,0,0
48112,0,-188.0,-333.0,-265.0,-268.0,0,0,1,0,0
48113,0,135.0,-132.0,-133.0,-227.0,1,0,0,0,0
48114,0,-91.0,-54.0,28.0,-72.0,0,0,0,1,0
48120,0,-129.0,717.0,62.0,559.0,0,0,0,0,1
48121,0,-199.0,-1122.0,-270.0,-2269.0,0,1,0,0,0
48122,0,-618.0,-288.0,-560.0,117.0,0,0,1,0,0
48123,0,263.0,-154.0,750.0,17.0,1,0,0,0,0
48124,0,77.0,407.0,55.0,55.0,0,0,0,1,0
48130,1,119.0,45.0,2.0,-468.0,0,0,0,0,1
48131,1,410.0,378.0,1587.0,1307.0,0,1,0,0,0
48132,1,-308.0,73.0,493.0,35.0,0,0,1,0,0
48133,1,-120.0,-38.0,-167.0,-77.0,1,0,0,0,0
48134,1,1263.0,252.0,1676.0,-2.0,0,0,0,1,0
48140,0,-139.0,381.0,-1057.0,-1056.0,0,0,0,0,1
48141,0,-392.0,-243.0,-523.0,-256.0,0,1,0,0,0
48142,0,-241.0,520.0,-406.0,239.0,0,0,1,0,0
48143,0,-513.0,-624.0,-2054.0,-1121.0,1,0,0,0,0
48144,0,-294.0,61.0,-556.0,-240.0,0,0,0,1,0
48150,1,361.0,458.0,469.0,1021.0,0,0,0,0,1
