,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
834,0,-21.0,-126.0,89.0,15.0,0,0,0,1,0
840,1,71.0,-69.0,-177.0,-777.0,0,0,0,0,1
841,1,928.0,121.0,1401.0,922.0,0,1,0,0,0
842,1,726.0,-16.0,161.0,353.0,0,0,1,0,0
843,1,134.0,389.0,655.0,825.0,0,0,0,1,0
844,1,19.0,94.0,1123.0,1136.0,1,0,0,0,0
850,0,-943.0,-922.0,-1008.0,-518.0,0,0,0,0,1
851,0,-2020.0,-1362.0,-2324.0,-1691.0,0,1,0,0,0
852,0,-243.0,-322.0,-648.0,-374.0,0,0,1,0,0
853,0,-574.0,219.0,-429.0,729.0,1,0,0,0,0
854,0,-18.0,-357.0,-410.0,34.0,0,0,0,1,0
860,1,68.0,-241.0,138.0,-5.0,0,0,0,0,1
861,1,-278.0,-1122.0,74.0,-715.0,0,1,0,0,0
862,1,613.0,185.0,952.0,96.0,0,0,1,0,0
863,1,233.0,554.0,1063.0,646.0,1,0,0,0,0
864,1,170.0,158.0,854.0,864.0,0,0,0,1,0
870,0,640.0,202.0,1454.0,-63.0,0,0,0,0,1
871,0,-276.0,295.0,166.0,279.0,0,1,0,0,0
872,0,-604.0,10.0,-729.0,132.0,0,0,1,0,0
873,0,-318.0,-189.0,-881.0,-227.0,1,0,0,0,0
874,0,104.0,-110.0,-269.0,-548.0,0,0,0,1,0
880,0,-63.0,-270.0,-187.0,-528.0,0,0,0,0,1
881,0,293.0,-181.0,484.0,-5.0,0,1,0,0,0
882,0,522.0,571.0,1011.0,1783.0,0,0,1,0,0
883,0,138.0,348.0,1951.0,906.0,1,0,0,0,0
884,0,53.0,-410.0,9.0,-644.0,0,0,0,1,0
890,1,-284.0,-301.0,-302.0,-301.0,0,0,0,0,1
891,1,30.0,-421.0,-122.0,-482.0,0,1,0,0,0
892,1,267.0,336.0,650.0,1048.0,0,0,1,0,0
893,1,212.0,36.0,-262.0,-537.0,1,0,0,0,0
894,1,86.0,379.0,-40.0,1081.0,0,0,0,1,0
900,1,-163.0,-51.0,-786.0,-269.0,0,0,0,0,1
901,1,-850.0,-99.0,-779.0,543.0,0,1,0,0,0
902,1,134.0,-27.0,344.0,-468.0,0,0,1,0,0
903,1,-70.0,-179.0,320.0,109.0,1,0,0,0,0
904,1,-203.0,-11.0,-45.0,482.0,0,0,0,1,0
910,1,640.0,265.0,1159.0,971.0,0,0,0,0,1
911,1,-26.0,-164.0,136.0,41.0,0,1,0,0,0
912,1,-59.0,-64.0,-184.0,401.0,0,0,1,0,0
913,1,394.0,-76.0,1094.0,-10.0,1,0,0,0,0
914,1,157.0,313.0,589.0,335.0,0,0,0,1,0
920,0,505.0,-106.0,1019.0,250.0,0,0,0,0,1
921,0,293.0,-249.0,652.0,-93.0,0,1,0,0,0
922,0,-311.0,-501.0,-243.0,-511.0,0,0,1,0,0
923,0,192.0,98.0,1031.0,1104.0,1,0,0,0,0
924,0,-105.0,-1043.0,-67.0,-467.0,0,0,0,1,0
930,0,-1008.0,-715.0,-861.0,-201.0,0,0,0,0,1
931,0,508.0,687.0,-73.0,411.0,0,1,0,0,0
932,0,266.0,631.0,597.0,972.0,0,0,1,0,0
933,0,-208.0,-99.0,-43.0,-620.0,1,0,0,0,0
934,0,113.0,-84.0,-115.0,-919.0,0,0,0,1,0
940,1,265.0,578.0,505.0,1216.0,0,0,0,0,1
941,1,157.0,159.0,885.0,560.0,0,1,0,0,0
942,1,-86.0,192.0,-33.0,270.0,0,0,1,0,0
943,1,-96.0,-535.0,-248.0,-537.0,1,0,0,0,0
944,1,-28.0,308.0,5.0,233.0,0,0,0,1,0
950,1,223.0,-164.0,277.0,-338.0,0,0,0,0,1
951,1,71.0,-23.0,38.0,-326.0,0,1,0,0,0
952,1,797.0,-379.0,1516.0,-15.0,0,0,1,0,0
953,1,11.0,279.0,243.0,459.0,1,0,0,0,0
954,1,-250.0,-515.0,-361.0,-409.0,0,0,0,1,0
960,1,153.0,-837.0,539.0,-682.0,0,0,0,0,1
961,1,-157.0,144.0,164.0,977.0,0,1,0,0,0
962,1,117.0,-322.0,-544.0,-1269.0,0,0,1,0,0
963,1,253.0,758.0,279.0,521.0,1,0,0,0,0
964,1,-143.0,-20.0,207.0,1111.0,0,0,0,1,0
970,0,105.0,177.0,-185.0,-505.0,0,0,0,0,1
971,0,781.0,1117.0,371.0,780.0,0,1,0,0,0
972,0,145.0,-45.0,-126.0,294.0,0,0,1,0,0
973,0,-85.0,316.0,-58.0,250.0,1,0,0,0,0
974,0,116.0,21.0,692.0,233.0,0,0,0,1,0
980,0,-168.0,-300.0,420.0,-616.0,0,0,0,0,1
981,0,73.0,414.0,36.0,449.0,0,1,0,0,0
982,0,276.0,-226.0,-32.0,-258.0,0,0,1,0,0
983,0,-26.0,290.0,58.0,314.0,1,0,0,0,0
984,0,-456.0,186.0,-536.0,-201.0,0,0,0,1,0
990,0,87.0,951.0,159.0,1008.0,0,0,0,0,1
991,0,-286.0,-62.0,-724.0,-255.0,0,1,0,0,0
992,0,20.0,-219.0,-133.0,-601.0,0,0,1,0,0
993,0,-155.0,-120.0,-942.0,-456.0,1,0,0,0,0
994,0,-311.0,-523.0,-652.0,16.0,0,0,0,1,0
1000,1,282.0,56.0,937.0,1017.0,0,0,0,0,1
1001,1,-91.0,102.0,592.0,452.0,0,1,0,0,0
1002,1,46.0,65.0,152.0,-91.0,0,0,1,0,0
1003,1,790.0,943.0,1326.0,1301.0,1,0,0,0,0
1004,1,114.0,-585.0,384.0,-714.0,0,0,0,1,0
1010,0,-937.0,-737.0,-1059.0,-684.0,0,0,0,0,1
1011,0,-299.0,-211.0,-210.0,-218.0,0,1,0,0,0
1012,0,54.0,-153.0,-487.0,-676.0,0,0,1,0,0
1013,0,262.0,202.0,273.0,-259.0,1,0,0,0,0
1014,0,-6.0,-139.0,73.0,-375.0,0,0,0,1,0
1020,1,286.0,324.0,-124.0,-923.0,0,0,0,0,1
1021,1,49.0,180.0,-59.0,-11.0,0,1,0,0,0
1022,1,-244.0,324.0,24.0,863.0,0,0,1,0,0
1023,1,114.0,-185.0,1085.0,-411.0,1,0,0,0,0
1024,1,104.0,88.0,416.0,869.0,0,0,0,1,0
1030,0,-759.0,-602.0,-886.0,-727.0,0,0,0,0,1
1031,0,-379.0,-225.0,-688.0,-556.0,0,1,0,0,0
1032,0,-720.0,-144.0,-1030.0,-539.0,0,0,1,0,0
1033,0,119.0,345.0,-15.0,254.0,1,0,0,0,0
1034,0,-162.0,-273.0,60.0,-383.0,0,0,0,1,0
1040,1,-307.0,-48.0,1061.0,150.0,0,0,0,0,1
1041,1,-180.0,390.0,264.0,856.0,0,1,0,0,0
1042,1,147.0,-329.0,941.0,566.0,0,0,1,0,0
1043,1,142.0,-31.0,663.0,-42.0,1,0,0,0,0
1044,1,27.0,-68.0,683.0,889.0,0,0,0,1,0
1050,0,351.0,242.0,-462.0,-722.0,0,0,0,0,1
1051,0,-532.0,-476.0,-1013.0,-1650.0,0,1,0,0,0
1052,0,156.0,438.0,665.0,931.0,0,0,1,0,0
1053,0,-274.0,-592.0,-645.0,-622.0,1,0,0,0,0
1054,0,296.0,262.0,827.0,495.0,0,0,0,1,0
1060,1,486.0,213.0,654.0,560.0,0,0,0,0,1
1061,1,448.0,674.0,728.0,1001.0,0,1,0,0,0
1062,1,-181.0,-356.0,-225.0,-652.0,0,0,1,0,0
1063,1,-184.0,-237.0,-232.0,-560.0,1,0,0,0,0
1064,1,-81.0,80.0,-342.0,206.0,0,0,0,1,0
1070,0,-843.0,-917.0,-1195.0,-1394.0,0,0,0,0,1
1071,0,53.0,539.0,353.0,906.0,0,1,0,0,0
1072,0,-206.0,-38.0,-599.0,-264.0,0,0,1,0,0
1073,0,758.0,434.0,1827.0,829.0,1,0,0,0,0
1074,0,339.0,-69.0,749.0,-324.0,0,0,0,1,0
1080,0,-69.0,-196.0,144.0,104.0,0,0,0,0,1
1081,0,-504.0,289.0,-218.0,411.0,0,1,0,0,0
1082,0,-451.0,-159.0,-1079.0,-888.0,0,0,1,0,0
1083,0,-775.0,-204.0,-1032.0,60.0,1,0,0,0,0
1084,0,-518.0,-850.0,-608.0,-750.0,0,0,0,1,0
1090,0,-565.0,30.0,-293.0,956.0,0,0,0,0,1
1091,0,-718.0,-418.0,-880.0,-992.0,0,1,0,0,0
1092,0,-780.0,-429.0,-1813.0,-1321.0,0,0,1,0,0
1093,0,420.0,427.0,208.0,352.0,1,0,0,0,0
1094,0,834.0,230.0,947.0,69.0,0,0,0,1,0
1100,0,381.0,800.0,1328.0,1377.0,0,0,0,0,1
1101,0,143.0,279.0,1039.0,1320.0,0,1,0,0,0
1102,0,-412.0,-235.0,-972.0,-627.0,0,0,1,0,0
1103,0,325.0,-457.0,498.0,-697.0,1,0,0,0,0
1104,0,-451.0,-6.0,293.0,-181.0,0,0,0,1,0
1110,0,331.0,-400.0,477.0,-504.0,0,0,0,0,1
1111,0,-201.0,-163.0,-14.0,-169.0,0,1,0,0,0
1112,0,272.0,461.0,343.0,297.0,0,0,1,0,0
1113,0,-1706.0,-264.0,-1930.0,-455.0,1,0,0,0,0
1114,0,-639.0,-470.0,-705.0,-902.0,0,0,0,1,0
1120,0,-616.0,-940.0,-586.0,-710.0,0,0,0,0,1
1121,0,312.0,513.0,-70.0,61.0,0,1,0,0,0
1122,0,-302.0,-89.0,-690.0,-599.0,0,0,1,0,0
1123,0,-973.0,-250.0,-3305.0,-1475.0,1,0,0,0,0
1124,0,-560.0,-365.0,-829.0,-1267.0,0,0,0,1,0
1130,0,762.0,688.0,1555.0,561.0,0,0,0,0,1
1131,0,840.0,716.0,598.0,826.0,0,1,0,0,0
1132,0,191.0,534.0,666.0,652.0,0,0,1,0,0
1133,0,-155.0,-189.0,144.0,70.0,1,0,0,0,0
1134,0,59.0,-31.0,-128.0,-532.0,0,0,0,1,0
1140,1,1783.0,1340.0,3461.0,1924.0,0,0,0,0,1
1141,1,855.0,1111.0,1744.0,1611.0,0,1,0,0,0
1142,1,1612.0,271.0,2964.0,1426.0,0,0,1,0,0
1143,1,-60.0,343.0,-372.0,1281.0,1,0,0,0,0
1144,1,-28.0,97.0,382.0,432.0,0,0,0,1,0
1150,0,-21.0,-436.0,98.0,-672.0,0,0,0,0,1
1151,0,-128.0,-27.0,-1747.0,-1163.0,0,1,0,0,0
1152,0,-358.0,-204.0,-568.0,-1482.0,0,0,1,0,0
1153,0,-154.0,80.0,-951.0,-440.0,1,0,0,0,0
1154,0,-62.0,-139.0,-199.0,-369.0,0,0,0,1,0
1160,1,1363.0,1143.0,2921.0,1800.0,0,0,0,0,1
1161,1,494.0,855.0,687.0,1355.0,0,1,0,0,0
1162,1,-61.0,-584.0,-287.0,-1007.0,0,0,1,0,0
1163,1,41.0,76.0,100.0,123.0,1,0,0,0,0
1164,1,102.0,-475.0,170.0,-342.0,0,0,0,1,0
1170,0,-90.0,-23.0,-889.0,-715.0,0,0,0,0,1
1171,0,192.0,152.0,-323.0,-367.0,0,1,0,0,0
1172,0,99.0,242.0,-820.0,-127.0,0,0,1,0,0
1173,0,169.0,-201.0,-156.0,-286.0,1,0,0,0,0
1174,0,-157.0,72.0,-93.0,120.0,0,0,0,1,0
1180,0,76.0,-84.0,-304.0,-271.0,0,0,0,0,1
1181,0,-462.0,-270.0,-853.0,-917.0,0,1,0,0,0
1182,0,-1379.0,-1451.0,-3009.0,-1791.0,0,0,1,0,0
1183,0,-163.0,252.0,-695.0,-1284.0,1,0,0,0,0
1184,0,-217.0,-606.0,-642.0,-956.0,0,0,0,1,0
1190,1,915.0,282.0,1571.0,327.0,0,0,0,0,1
1191,1,368.0,721.0,671.0,978.0,0,1,0,0,0
1192,1,1357.0,140.0,493.0,-824.0,0,0,1,0,0
1193,1,-190.0,147.0,-21.0,372.0,1,0,0,0,0
1194,1,278.0,42.0,306.0,-214.0,0,0,0,1,0
1200,0,80.0,-426.0,-578.0,-1476.0,0,0,0,0,1
1201,0,-388.0,-201.0,-191.0,-653.0,0,1,0,0,0
1202,0,-838.0,-517.0,-1598.0,-597.0,0,0,1,0,0
1203,0,-1546.0,-961.0,-2197.0,-1460.0,1,0,0,0,0
1204,0,-254.0,306.0,-277.0,371.0,0,0,0,1,0
1210,0,200.0,-202.0,801.0,18.0,0,0,0,0,1
1211,0,-374.0,-359.0,-379.0,-596.0,0,1,0,0,0
1212,0,-144.0,-302.0,155.0,54.0,0,0,1,0,0
1213,0,-322.0,137.0,-502.0,-311.0,1,0,0,0,0
1214,0,-244.0,-544.0,-496.0,-920.0,0,0,0,1,0
1220,1,480.0,879.0,-471.0,461.0,0,0,0,0,1
1221,1,-431.0,-84.0,-387.0,-29.0,0,1,0,0,0
1222,1,-50.0,-230.0,-40.0,-363.0,0,0,1,0,0
1223,1,118.0,65.0,92.0,-724.0,1,0,0,0,0
1224,1,24.0,86.0,-79.0,570.0,0,0,0,1,0
1230,1,-170.0,41.0,-151.0,145.0,0,0,0,0,1
1231,1,244.0,821.0,634.0,316.0,0,1,0,0,0
1232,1,-102.0,-324.0,26.0,-1059.0,0,0,1,0,0
1233,1,-87.0,-232.0,-304.0,-746.0,1,0,0,0,0
1234,1,110.0,425.0,445.0,894.0,0,0,0,1,0
1240,1,-283.0,-119.0,-743.0,24.0,0,0,0,0,1
1241,1,239.0,529.0,-369.0,-156.0,0,1,0,0,0
1242,1,-400.0,276.0,-13.0,1039.0,0,0,1,0,0
1243,1,1032.0,543.0,2406.0,1487.0,1,0,0,0,0
1244,1,-193.0,143.0,-25.0,127.0,0,0,0,1,0
1250,1,-117.0,-9.0,10.0,-425.0,0,0,0,0,1
1251,1,-47.0,382.0,292.0,108.0,0,1,0,0,0
1252,1,-375.0,14.0,-641.0,-506.0,0,0,1,0,0
1253,1,45.0,299.0,443.0,319.0,1,0,0,0,0
1254,1,-52.0,-62.0,-205.0,-423.0,0,0,0,1,0
1260,0,-467.0,-420.0,414.0,63.0,0,0,0,0,1
1261,0,-195.0,253.0,739.0,1089.0,0,1,0,0,0
1262,0,-331.0,-475.0,-338.0,-691.0,0,0,1,0,0
1263,0,-16.0,-163.0,277.0,349.0,1,0,0,0,0
1264,0,515.0,-78.0,548.0,-483.0,0,0,0,1,0
1270,1,-947.0,-1038.0,-1519.0,-1506.0,0,0,0,0,1
1271,1,340.0,584.0,439.0,419.0,0,1,0,0,0
1272,1,-1.0,-131.0,-435.0,-329.0,0,0,1,0,0
1273,1,191.0,375.0,185.0,-164.0,1,0,0,0,0
1274,1,-106.0,-55.0,381.0,298.0,0,0,0,1,0
1280,0,163.0,-97.0,379.0,471.0,0,0,0,0,1
1281,0,377.0,635.0,494.0,305.0,0,1,0,0,0
1282,0,212.0,42.0,495.0,-241.0,0,0,1,0,0
1283,0,-516.0,-103.0,-654.0,-36.0,1,0,0,0,0
1284,0,-493.0,-619.0,-714.0,-381.0,0,0,0,1,0
1290,1,308.0,350.0,1840.0,1031.0,0,0,0,0,1
1291,1,424.0,976.0,1424.0,1779.0,0,1,0,0,0
1292,1,217.0,22.0,143.0,-117.0,0,0,1,0,0
1293,1,334.0,-127.0,875.0,-133.0,1,0,0,0,0
1294,1,52.0,-168.0,155.0,230.0,0,0,0,1,0
1300,1,-539.0,134.0,-863.0,150.0,0,0,0,0,1
1301,1,347.0,373.0,204.0,-193.0,0,1,0,0,0
1302,1,76.0,437.0,157.0,202.0,0,0,1,0,0
1303,1,-29.0,-306.0,-876.0,-1389.0,1,0,0,0,0
1304,1,-184.0,78.0,-364.0,-212.0,0,0,0,1,0
1310,0,-1103.0,-486.0,-2741.0,-1351.0,0,0,0,0,1
1311,0,-633.0,-1013.0,-1189.0,-1698.0,0,1,0,0,0
1312,0,-1074.0,-387.0,-1393.0,-456.0,0,0,1,0,0
1313,0,-773.0,166.0,-1924.0,-141.0,1,0,0,0,0
1314,0,105.0,-200.0,16.0,-614.0,0,0,0,1,0
1320,1,584.0,3.0,1577.0,1244.0,0,0,0,0,1
1321,1,34.0,-417.0,946.0,185.0,0,1,0,0,0
1322,1,-147.0,-288.0,-128.0,-380.0,0,0,1,0,0
1323,1,-217.0,-536.0,-266.0,-835.0,1,0,0,0,0
1324,1,25.0,349.0,-89.0,-85.0,0,0,0,1,0
1330,1,211.0,226.0,168.0,338.0,0,0,0,0,1
1331,1,154.0,405.0,1294.0,1769.0,0,1,0,0,0
1332,1,646.0,618.0,918.0,633.0,0,0,1,0,0
1333,1,894.0,53.0,2587.0,1341.0,1,0,0,0,0
1334,1,537.0,687.0,1423.0,1555.0,0,0,0,1,0
1340,1,407.0,142.0,731.0,-64.0,0,0,0,0,1
1341,1,137.0,-27.0,386.0,379.0,0,1,0,0,0
1342,1,9.0,148.0,233.0,327.0,0,0,1,0,0
1343,1,823.0,-127.0,1036.0,-170.0,1,0,0,0,0
1344,1,93.0,188.0,554.0,397.0,0,0,0,1,0
1350,1,322.0,486.0,-1081.0,35.0,0,0,0,0,1
1351,1,116.0,408.0,747.0,1604.0,0,1,0,0,0
1352,1,-347.0,108.0,-408.0,-428.0,0,0,1,0,0
1353,1,405.0,-172.0,2115.0,14.0,1,0,0,0,0
1354,1,232.0,534.0,537.0,1297.0,0,0,0,1,0
1360,1,620.0,761.0,1045.0,816.0,0,0,0,0,1
1361,1,775.0,491.0,998.0,111.0,0,1,0,0,0
1362,1,137.0,-67.0,458.0,684.0,0,0,1,0,0
1363,1,337.0,105.0,1906.0,368.0,1,0,0,0,0
1364,1,14.0,146.0,504.0,673.0,0,0,0,1,0
1370,0,-667.0,-450.0,-1440.0,-987.0,0,0,0,0,1
1371,0,-358.0,-478.0,-953.0,-815.0,0,1,0,0,0
1372,0,-827.0,-440.0,-952.0,-751.0,0,0,1,0,0
1373,0,-1040.0,-848.0,-1481.0,-1375.0,1,0,0,0,0
1374,0,-82.0,-331.0,-276.0,288.0,0,0,0,1,0
1380,0,-537.0,-109.0,-983.0,-620.0,0,0,0,0,1
1381,0,242.0,235.0,971.0,751.0,0,1,0,0,0
1382,0,-5.0,130.0,-221.0,594.0,0,0,1,0,0
1383,0,-690.0,-312.0,-361.0,-152.0,1,0,0,0,0
1384,0,-25.0,-561.0,-1.0,-459.0,0,0,0,1,0
1390,0,426.0,229.0,1213.0,321.0,0,0,0,0,1
1391,0,4.0,-135.0,-120.0,-701.0,0,1,0,0,0
1392,0,-131.0,-309.0,-874.0,-973.0,0,0,1,0,0
1393,0,156.0,239.0,332.0,668.0,1,0,0,0,0
1394,0,36.0,120.0,230.0,-422.0,0,0,0,1,0
1400,0,494.0,438.0,-563.0,-291.0,0,0,0,0,1
1401,0,-136.0,-90.0,-188.0,-456.0,0,1,0,0,0
1402,0,455.0,348.0,377.0,-178.0,0,0,1,0,0
1403,0,69.0,-387.0,529.0,-385.0,1,0,0,0,0
1404,0,-117.0,-87.0,-296.0,-192.0,0,0,0,1,0
1410,0,165.0,127.0,502.0,309.0,0,0,0,0,1
1411,0,-56.0,330.0,-204.0,434.0,0,1,0,0,0
1412,0,610.0,244.0,-207.0,-350.0,0,0,1,0,0
1413,0,-209.0,-305.0,-1142.0,-1236.0,1,0,0,0,0
1414,0,78.0,-14.0,-213.0,-122.0,0,0,0,1,0
1420,0,586.0,230.0,422.0,-379.0,0,0,0,0,1
1421,0,223.0,-203.0,-13.0,-1394.0,0,1,0,0,0
1422,0,-82.0,83.0,-767.0,35.0,0,0,1,0,0
1423,0,80.0,-128.0,-78.0,-193.0,1,0,0,0,0
1424,0,478.0,-717.0,569.0,-603.0,0,0,0,1,0
1430,1,10.0,-373.0,323.0,350.0,0,0,0,0,1
1431,1,-177.0,-76.0,99.0,532.0,0,1,0,0,0
1432,1,274.0,373.0,1180.0,1464.0,0,0,1,0,0
1433,1,446.0,191.0,320.0,-311.0,1,0,0,0,0
1434,1,-26.0,-52.0,47.0,465.0,0,0,0,1,0
1440,1,-94.0,-219.0,254.0,-50.0,0,0,0,0,1
1441,1,-180.0,-47.0,39.0,371.0,0,1,0,0,0
1442,1,-153.0,-149.0,537.0,-878.0,0,0,1,0,0
1443,1,18.0,-153.0,-973.0,-151.0,1,0,0,0,0
1444,1,-4.0,-139.0,-146.0,-440.0,0,0,0,1,0
1450,0,-624.0,-854.0,-1306.0,-1375.0,0,0,0,0,1
1451,0,619.0,696.0,943.0,1374.0,0,1,0,0,0
1452,0,209.0,10.0,-202.0,-768.0,0,0,1,0,0
1453,0,489.0,-437.0,850.0,-1377.0,1,0,0,0,0
1454,0,48.0,499.0,25.0,678.0,0,0,0,1,0
1460,1,729.0,184.0,1842.0,731.0,0,0,0,0,1
1461,1,87.0,155.0,718.0,1447.0,0,1,0,0,0
1462,1,489.0,-268.0,1486.0,800.0,0,0,1,0,0
1463,1,356.0,500.0,884.0,222.0,1,0,0,0,0
1464,1,19.0,375.0,490.0,411.0,0,0,0,1,0
1470,1,-428.0,-792.0,-447.0,-1001.0,0,0,0,0,1
1471,1,-134.0,-253.0,236.0,-90.0,0,1,0,0,0
1472,1,201.0,121.0,917.0,702.0,0,0,1,0,0
1473,1,320.0,477.0,-47.0,151.0,1,0,0,0,0
1474,1,81.0,-311.0,149.0,-57.0,0,0,0,1,0
1480,0,266.0,-36.0,407.0,31.0,0,0,0,0,1
1481,0,-202.0,-581.0,48.0,-287.0,0,1,0,0,0
1482,0,316.0,453.0,358.0,343.0,0,0,1,0,0
1483,0,-1.0,-63.0,-737.0,-660.0,1,0,0,0,0
1484,0,-220.0,-141.0,-920.0,-801.0,0,0,0,1,0
1490,1,-70.0,-633.0,313.0,-1305.0,0,0,0,0,1
1491,1,476.0,573.0,164.0,-5.0,0,1,0,0,0
1492,1,470.0,477.0,-275.0,27.0,0,0,1,0,0
1493,1,19.0,87.0,-12.0,-566.0,1,0,0,0,0
1494,1,-73.0,58.0,-55.0,-203.0,0,0,0,1,0
1500,1,671.0,683.0,1444.0,1510.0,0,0,0,0,1
1501,1,108.0,203.0,954.0,526.0,0,1,0,0,0
1502,1,762.0,314.0,663.0,103.0,0,0,1,0,0
1503,1,553.0,301.0,1545.0,1306.0,1,0,0,0,0
1504,1,429.0,442.0,538.0,414.0,0,0,0,1,0
1510,0,106.0,200.0,-148.0,819.0,0,0,0,0,1
1511,0,245.0,415.0,-2.0,-1.0,0,1,0,0,0
1512,0,-38.0,-97.0,575.0,68.0,0,0,1,0,0
1513,0,-214.0,-384.0,-388.0,-287.0,1,0,0,0,0
1514,0,127.0,570.0,86.0,444.0,0,0,0,1,0
1520,0,-68.0,482.0,176.0,1109.0,0,0,0,0,1
1521,0,-554.0,-95.0,-841.0,-510.0,0,1,0,0,0
1522,0,-754.0,-257.0,-456.0,169.0,0,0,1,0,0
1523,0,-632.0,-909.0,-738.0,-813.0,1,0,0,0,0
1524,0,-803.0,-860.0,-1136.0,-787.0,0,0,0,1,0
1530,1,-135.0,269.0,-674.0,248.0,0,0,0,0,1
1531,1,-642.0,-962.0,-1082.0,-762.0,0,1,0,0,0
1532,1,-469.0,-312.0,310.0,725.0,0,0,1,0,0
1533,1,-254.0,-317.0,-530.0,428.0,1,0,0,0,0
1534,1,-241.0,-334.0,-587.0,-307.0,0,0,0,1,0
1540,0,-52.0,-253.0,-324.0,-332.0,0,0,0,0,1
1541,0,-556.0,-299.0,-424.0,150.0,0,1,0,0,0
1542,0,542.0,752.0,1028.0,1035.0,0,0,1,0,0
1543,0,-262.0,-39.0,-2443.0,-1203.0,1,0,0,0,0
1544,0,-293.0,-92.0,-751.0,-1287.0,0,0,0,1,0
1550,0,495.0,327.0,743.0,167.0,0,0,0,0,1
1551,0,422.0,430.0,326.0,-98.0,0,1,0,0,0
1552,0,-851.0,-519.0,-1410.0,-808.0,0,0,1,0,0
1553,0,-681.0,-713.0,-581.0,-630.0,1,0,0,0,0
1554,0,13.0,-815.0,90.0,-466.0,0,0,0,1,0
1560,1,482.0,341.0,623.0,433.0,0,0,0,0,1
1561,1,392.0,580.0,824.0,550.0,0,1,0,0,0
1562,1,162.0,189.0,514.0,-387.0,0,0,1,0,0
1563,1,751.0,213.0,871.0,-221.0,1,0,0,0,0
1564,1,-87.0,163.0,154.0,153.0,0,0,0,1,0
1570,0,609.0,925.0,112.0,311.0,0,0,0,0,1
1571,0,-399.0,-690.0,-110.0,-5.0,0,1,0,0,0
1572,0,-69.0,-272.0,51.0,-1091.0,0,0,1,0,0
1573,0,-245.0,-452.0,-656.0,-362.0,1,0,0,0,0
1574,0,-255.0,-453.0,-784.0,-699.0,0,0,0,1,0
1580,1,647.0,-425.0,1618.0,287.0,0,0,0,0,1
1581,1,1046.0,889.0,1440.0,1080.0,0,1,0,0,0
1582,1,-142.0,-280.0,401.0,-52.0,0,0,1,0,0
1583,1,-409.0,-256.0,-640.0,-306.0,1,0,0,0,0
1584,1,-134.0,111.0,-317.0,184.0,0,0,0,1,0
1590,0,-351.0,-427.0,-954.0,-455.0,0,0,0,0,1
1591,0,-100.0,-70.0,-533.0,245.0,0,1,0,0,0
1592,0,-414.0,-947.0,-1640.0,-2455.0,0,0,1,0,0
1593,0,-988.0,-556.0,-1753.0,-33.0,1,0,0,0,0
1594,0,-327.0,-430.0,-564.0,-118.0,0,0,0,1,0
1600,1,329.0,-455.0,176.0,-336.0,0,0,0,0,1
1601,1,132.0,441.0,-363.0,157.0,0,1,0,0,0
1602,1,138.0,226.0,370.0,789.0,0,0,1,0,0
1603,1,75.0,335.0,493.0,946.0,1,0,0,0,0
1604,1,-40.0,218.0,77.0,893.0,0,0,0,1,0
1610,1,268.0,171.0,131.0,-365.0,0,0,0,0,1
1611,1,-120.0,-587.0,294.0,-198.0,0,1,0,0,0
1612,1,329.0,28.0,1163.0,392.0,0,0,1,0,0
1613,1,397.0,819.0,36.0,704.0,1,0,0,0,0
1614,1,-69.0,302.0,124.0,-428.0,0,0,0,1,0
1620,1,-174.0,-248.0,-1009.0,-343.0,0,0,0,0,1
1621,1,-559.0,-562.0,-1149.0,-829.0,0,1,0,0,0
1622,1,-399.0,-362.0,-680.0,-444.0,0,0,1,0,0
1623,1,388.0,8.0,777.0,554.0,1,0,0,0,0
1624,1,594.0,490.0,703.0,801.0,0,0,0,1,0
1630,1,-281.0,-46.0,-603.0,710.0,0,0,0,0,1
1631,1,-1411.0,-654.0,-1156.0,81.0,0,1,0,0,0
1632,1,217.0,361.0,1487.0,1049.0,0,0,1,0,0
1633,1,-624.0,-499.0,-1432.0,-1541.0,1,0,0,0,0
1634,1,-623.0,-396.0,-699.0,-369.0,0,0,0,1,0
1640,1,203.0,154.0,1404.0,827.0,0,0,0,0,1
1641,1,568.0,602.0,1634.0,1117.0,0,1,0,0,0
1642,1,-187.0,-48.0,-117.0,-314.0,0,0,1,0,0
1643,1,-312.0,-229.0,189.0,119.0,1,0,0,0,0
1644,1,117.0,-63.0,298.0,193.0,0,0,0,1,0
1650,1,630.0,592.0,863.0,865.0,0,0,0,0,1
1651,1,-27.0,124.0,51.0,-11.0,0,1,0,0,0
1652,1,8.0,367.0,-7.0,-156.0,0,0,1,0,0
1653,1,860.0,724.0,1583.0,-45.0,1,0,0,0,0
1654,1,191.0,82.0,399.0,294.0,0,0,0,1,0
1660,0,-586.0,-197.0,-605.0,76.0,0,0,0,0,1
1661,0,-142.0,-205.0,122.0,-252.0,0,1,0,0,0
1662,0,45.0,343.0,-262.0,147.0,0,0,1,0,0
1663,0,255.0,267.0,208.0,-302.0,1,0,0,0,0
1664,0,102.0,287.0,-55.0,330.0,0,0,0,1,0
1670,0,-191.0,379.0,-419.0,-117.0,0,0,0,0,1
1671,0,-13.0,-558.0,-282.0,-236.0,0,1,0,0,0
1672,0,-661.0,-276.0,-584.0,-172.0,0,0,1,0,0
