,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15
10262,0,-1379.0,-2236.0,-5631.0,-2382.0
10264,1,530.0,3.0,1614.0,790.0
10266,0,-1639.0,-313.0,-4129.0,-994.0
10268,1,798.0,-783.0,2505.0,810.0
10270,1,-731.0,-2119.0,-863.0,-1281.0
10272,1,-860.0,150.0,2516.0,1832.0
10274,1,2899.0,1876.0,5675.0,2891.0
10276,0,-488.0,442.0,-29.0,1513.0
10278,0,1159.0,493.0,184.0,391.0
10280,1,-1390.0,-1157.0,-2255.0,-1072.0
10282,0,757.0,483.0,3341.0,832.0
10284,0,-177.0,-462.0,1133.0,-1975.0
10286,0,395.0,-712.0,1248.0,-626.0
10288,0,-1324.0,-260.0,-2722.0,-693.0
10290,0,52.0,-442.0,94.0,-1542.0
10292,1,1973.0,2024.0,2741.0,1015.0
10294,0,136.0,-87.0,-183.0,-877.0
10296,0,-468.0,-466.0,560.0,692.0
10298,1,3906.0,3052.0,7220.0,7106.0
10299,1,-1113.0,-489.0,-1294.0,-2708.0
10302,0,-5041.0,-4741.0,-8013.0,-6138.0
10304,0,-2780.0,-1720.0,-2544.0,-3211.0
10306,1,254.0,649.0,1411.0,3187.0
10308,1,1204.0,696.0,5777.0,3743.0
10310,1,2351.0,1203.0,4751.0,1824.0
10312,0,-632.0,680.0,-4380.0,-3177.0
10314,1,4018.0,1962.0,7950.0,4502.0
10316,1,2673.0,1640.0,7050.0,4383.0
10318,0,-2101.0,-501.0,-3297.0,-515.0
10320,1,-945.0,556.0,-350.0,1091.0
10321,1,-222.0,532.0,1127.0,1476.0
10324,0,-4524.0,-2596.0,-7417.0,-5158.0
10326,1,2263.0,648.0,3087.0,1047.0
10328,0,-1915.0,-879.0,-2455.0,-2199.0
10330,1,3197.0,2788.0,4661.0,3897.0
10332,1,1395.0,-481.0,2457.0,-1178.0
10334,1,1532.0,780.0,11685.0,5597.0
10336,1,768.0,579.0,1846.0,1538.0
10338,0,2012.0,1979.0,1847.0,-520.0
10340,0,-1924.0,-1507.0,-321.0,-90.0
10342,0,-2434.0,-1732.0,-4390.0,-2938.0
10344,1,3361.0,2543.0,5706.0,3150.0
10346,0,-85.0,-120.0,-208.0,157.0
10348,1,964.0,-149.0,4157.0,2042.0
10350,0,-1151.0,-2515.0,-4510.0,-5246.0
10352,0,-857.0,-612.0,-1119.0,-926.0
10354,1,4898.0,3923.0,10539.0,8539.0
10356,0,-387.0,-509.0,-1602.0,-1940.0
10358,1,44.0,435.0,3155.0,1881.0
10360,1,-1148.0,-393.0,181.0,1516.0
10362,0,-846.0,-291.0,802.0,2741.0
10364,1,-141.0,83.0,567.0,1137.0
10366,0,-74.0,195.0,-1121.0,-596.0
10368,0,-557.0,363.0,-2039.0,-493.0
10370,1,2495.0,899.0,8444.0,3585.0
10372,1,1458.0,552.0,2456.0,1985.0
10374,0,-807.0,126.0,-3044.0,-1867.0
10376,0,-895.0,-338.0,-1270.0,-877.0
10378,0,-1557.0,-1169.0,-2146.0,-2951.0
10380,0,977.0,-1710.0,652.0,-2925.0
10382,1,1690.0,226.0,1493.0,-1519.0
10384,0,-4430.0,-2859.0,-6014.0,-1858.0
10386,1,446.0,95.0,3099.0,1575.0
10388,1,332.0,-221.0,1733.0,2398.0
10390,0,-525.0,-673.0,36.0,-1676.0
10392,0,-2480.0,-1757.0,-2024.0,-976.0
10394,1,3269.0,2335.0,4582.0,2754.0
10396,0,-2556.0,-1676.0,-5892.0,-2756.0
10398,1,-683.0,-858.0,3319.0,505.0
10400,1,915.0,945.0,428.0,34.0
10402,0,687.0,845.0,-130.0,-1407.0
10404,1,364.0,164.0,-1382.0,-2271.0
10406,0,-659.0,-1714.0,-898.0,-2972.0
10408,0,-1360.0,-326.0,-5766.0,-2622.0
10410,1,1344.0,189.0,1173.0,-1482.0
10412,1,3705.0,1810.0,4780.0,4358.0
10414,1,3694.0,1689.0,6754.0,3811.0
10416,0,2539.0,2352.0,3154.0,2823.0
10418,1,688.0,1175.0,3795.0,3046.0
10420,1,1997.0,2570.0,3322.0,2426.0
10422,0,-1568.0,1202.0,-4935.0,-3054.0
10424,1,-1111.0,-944.0,559.0,-343.0
10426,0,-678.0,-1296.0,-2136.0,-344.0
10428,0,986.0,1011.0,817.0,982.0
10430,1,1870.0,559.0,1690.0,831.0
10432,1,3293.0,1837.0,5017.0,2244.0
10434,0,,,,
10436,0,-2279.0,-2278.0,-7999.0,-7357.0
10438,1,-1193.0,-250.0,-1328.0,-1009.0
10440,1,572.0,429.0,5408.0,4090.0
10442,1,3139.0,1437.0,2753.0,35.0
10444,0,-1185.0,-1614.0,-3239.0,-2460.0
10446,0,651.0,-24.0,-2484.0,-2739.0
10448,1,-839.0,-91.0,747.0,1081.0
10450,1,-2658.0,21.0,-1585.0,2081.0
10452,0,-861.0,-210.0,-1981.0,-1767.0
10454,0,-576.0,-997.0,-2834.0,-3400.0
10456,1,1088.0,732.0,3180.0,1615.0
10458,1,1679.0,-95.0,5195.0,1470.0
10460,1,826.0,-378.0,1274.0,-318.0
10462,1,2653.0,1173.0,5412.0,2786.0
10464,1,1199.0,486.0,4585.0,1662.0
10466,0,-2242.0,-1695.0,-1111.0,-1750.0
10468,1,1644.0,1214.0,3675.0,1106.0
10470,0,-1155.0,-1629.0,-1283.0,-1421.0
10472,1,-426.0,-946.0,2142.0,2982.0
10474,1,-205.0,39.0,-460.0,93.0
10476,0,25.0,424.0,2519.0,3253.0
10478,1,1.0,-669.0,-1048.0,-1945.0
10480,0,-646.0,-738.0,-2236.0,-1923.0
10482,0,73.0,-254.0,1045.0,-74.0
10484,0,-207.0,-810.0,-1943.0,-751.0
10486,1,337.0,-282.0,-243.0,70.0
10488,0,-471.0,-1193.0,-1390.0,-344.0
10490,0,382.0,-280.0,1430.0,2463.0
10492,0,1285.0,1186.0,245.0,1889.0
10494,1,532.0,954.0,-474.0,-289.0
10496,1,-186.0,-47.0,3636.0,2535.0
10498,1,1136.0,244.0,5025.0,2435.0
10500,0,-57.0,-301.0,-546.0,732.0
10502,1,1562.0,1641.0,3858.0,3933.0
10504,1,450.0,1052.0,626.0,4220.0
10506,0,-261.0,1068.0,41.0,2058.0
10508,1,12.0,127.0,1830.0,2311.0
10510,1,1750.0,1820.0,2338.0,476.0
10512,0,-1538.0,-574.0,-224.0,-166.0
10514,1,1109.0,1278.0,1306.0,951.0
10516,1,4257.0,2302.0,6403.0,1852.0
10518,1,-1648.0,-1072.0,-158.0,-515.0
10520,0,-1204.0,-1314.0,-956.0,-1858.0
10522,0,-604.0,-527.0,-2274.0,-1014.0
10524,0,-1485.0,507.0,-2778.0,-2072.0
10526,0,-1796.0,150.0,-1416.0,311.0
10528,1,1764.0,952.0,3159.0,830.0
10530,1,1672.0,1088.0,5796.0,2467.0
10532,0,-348.0,-430.0,1429.0,-618.0
10534,1,1937.0,587.0,2699.0,2483.0
10536,1,1804.0,1407.0,4119.0,3226.0
10538,0,-2606.0,-625.0,-5824.0,-1621.0
10540,0,-418.0,-663.0,-4938.0,-5459.0
10542,1,-1856.0,-331.0,-3057.0,-586.0
10544,1,88.0,887.0,-344.0,264.0
10546,1,618.0,-180.0,-1082.0,-1781.0
10548,1,4180.0,1882.0,6896.0,1440.0
10550,0,-994.0,-118.0,-4545.0,-874.0
10552,1,352.0,487.0,2660.0,2701.0
10554,1,68.0,630.0,1021.0,602.0
10556,0,-335.0,-232.0,-1117.0,-1978.0
10558,1,528.0,1145.0,1501.0,-109.0
10560,1,1309.0,1119.0,1918.0,2807.0
10562,1,105.0,730.0,-558.0,-1799.0
10564,1,392.0,1218.0,2925.0,2345.0
10566,1,109.0,594.0,214.0,2604.0
10568,1,1488.0,1620.0,6035.0,5150.0
10570,1,1609.0,1509.0,2200.0,4237.0
10572,1,522.0,449.0,3278.0,3266.0
10574,0,-3130.0,-2365.0,-4894.0,-4894.0
10576,0,-852.0,-299.0,-1718.0,-847.0
10578,1,1260.0,757.0,114.0,570.0
10580,1,-1331.0,-1098.0,35.0,-1297.0
10582,0,-81.0,-1742.0,263.0,-2598.0
10584,1,448.0,541.0,866.0,288.0
10586,0,32.0,-1443.0,-3107.0,-3824.0
10588,0,52.0,1212.0,510.0,4335.0
10590,1,-249.0,268.0,926.0,1161.0
10592,0,-2507.0,-2254.0,-4530.0,-2382.0
10594,1,-1583.0,-10.0,329.0,846.0
10596,0,-568.0,1013.0,-2698.0,-1057.0
10598,0,-2458.0,-2758.0,-4936.0,-7626.0
10600,1,1072.0,271.0,4887.0,3973.0
10602,1,-1433.0,-509.0,1087.0,1596.0
10604,0,-999.0,-602.0,-1103.0,1444.0
10606,1,-2038.0,-2118.0,-3963.0,-3400.0
10608,0,-2182.0,-353.0,-3996.0,-1414.0
10610,0,-1954.0,-432.0,-3053.0,-131.0
10612,1,2354.0,493.0,4810.0,1925.0
10614,0,-1256.0,-2352.0,-3366.0,-3435.0
10616,1,229.0,992.0,-418.0,-300.0
10618,0,-1773.0,-1604.0,-3022.0,-1038.0
10620,1,-2776.0,-1007.0,-2344.0,-939.0
10622,0,-1014.0,-1489.0,-64.0,1646.0
10624,1,2080.0,1626.0,4179.0,1584.0
10626,0,827.0,-423.0,763.0,-847.0
10628,0,-1963.0,-2561.0,-35.0,327.0
10630,1,603.0,1418.0,2371.0,3104.0
10632,0,-510.0,898.0,-1034.0,-1358.0
10634,0,490.0,131.0,2115.0,1607.0
10636,0,-1518.0,-486.0,-4269.0,-1335.0
10638,1,-70.0,225.0,1444.0,1050.0
10640,1,825.0,721.0,2659.0,1360.0
10642,0,584.0,403.0,-467.0,-2353.0
10644,0,-1553.0,-1147.0,-6934.0,-5088.0
10646,0,-247.0,-1381.0,-1058.0,-1825.0
10648,1,710.0,-212.0,-2771.0,-2440.0
10650,1,1931.0,653.0,2895.0,2037.0
10652,1,6682.0,5202.0,7492.0,5610.0
10654,0,-1806.0,-1530.0,-4262.0,-3277.0
10656,1,10.0,-463.0,793.0,-533.0
10658,0,33.0,1125.0,-1689.0,1188.0
10660,0,421.0,-179.0,-257.0,-1234.0
10662,0,663.0,931.0,485.0,-431.0
10664,0,56.0,-490.0,-337.0,-1439.0
10666,1,376.0,1429.0,2824.0,3296.0
10668,0,-799.0,-499.0,-1444.0,537.0
10670,1,2540.0,1930.0,4646.0,3940.0
10672,1,1192.0,1590.0,2658.0,1996.0
10674,1,-1322.0,-275.0,-1244.0,-2177.0
10676,1,284.0,-1002.0,490.0,34.0
10678,0,1163.0,1131.0,2278.0,83.0
10680,1,1228.0,892.0,3236.0,1623.0
10682,0,-808.0,-307.0,-1226.0,-190.0
10684,1,443.0,630.0,3800.0,1636.0
10686,1,1355.0,-1169.0,743.0,-2771.0
10688,1,1520.0,774.0,4921.0,5889.0
10690,0,-2175.0,-1377.0,-1581.0,-1423.0
10692,1,1114.0,471.0,1892.0,-540.0
10694,1,-526.0,-661.0,299.0,540.0
10696,1,-1814.0,-780.0,2233.0,2833.0
10698,0,-1536.0,60.0,-2270.0,-2045.0
10700,1,-1298.0,-327.0,-2024.0,-486.0
10702,0,-408.0,-139.0,-2448.0,-2350.0
10704,1,-821.0,1539.0,849.0,3532.0
10706,0,-1469.0,-908.0,-3598.0,-1688.0
10708,0,-951.0,60.0,-1020.0,-332.0
10710,0,1295.0,432.0,558.0,1106.0
10712,1,653.0,1183.0,2233.0,1775.0
10714,0,1376.0,-588.0,424.0,-2443.0
10716,1,928.0,-22.0,2900.0,1349.0
10718,0,-669.0,-1479.0,386.0,-1422.0
10720,1,-31.0,1079.0,466.0,1148.0
10722,1,-655.0,-939.0,197.0,-179.0
10724,1,895.0,1959.0,2863.0,3918.0
10726,0,-3115.0,-2544.0,-5147.0,-2463.0
10728,1,-1332.0,-201.0,-1033.0,-462.0
10730,1,-1459.0,-209.0,-1211.0,1158.0
10732,1,555.0,67.0,-702.0,1009.0
10734,0,-1231.0,-691.0,-2801.0,-1289.0
10736,1,312.0,140.0,-1150.0,-693.0
10738,0,-164.0,-569.0,1206.0,523.0
10740,1,874.0,250.0,2760.0,2198.0
10742,0,377.0,1459.0,1033.0,898.0
10744,0,-1432.0,-1172.0,-3940.0,-1177.0
10746,1,2.0,-12.0,-449.0,-1968.0
10748,0,-1259.0,-1802.0,-6317.0,-6409.0
10750,1,939.0,679.0,3106.0,552.0
10752,0,-1151.0,-1717.0,-3323.0,-3873.0
10754,0,-1690.0,-1129.0,-4258.0,-3270.0
10756,1,1192.0,502.0,608.0,-490.0
10758,1,659.0,-767.0,2739.0,-601.0
10760,1,1905.0,-65.0,4543.0,2119.0
10762,1,823.0,816.0,-549.0,346.0
10764,1,7.0,1571.0,87.0,1303.0
10766,1,-1853.0,-6.0,-1526.0,-622.0
10768,1,5249.0,3060.0,9989.0,8039.0
10770,0,-233.0,-501.0,-860.0,-380.0
10772,1,-1257.0,774.0,-368.0,909.0
10774,1,1340.0,807.0,3738.0,2104.0
10776,1,3103.0,980.0,2696.0,2596.0
10778,0,694.0,1428.0,2996.0,1895.0
10780,1,543.0,-293.0,2503.0,1133.0
10782,0,835.0,1157.0,-855.0,1241.0
10784,0,-3.0,191.0,850.0,-733.0
10786,1,1042.0,467.0,1825.0,-395.0
10788,1,461.0,666.0,1724.0,1186.0
10790,0,-2513.0,-1875.0,-6397.0,-4530.0
10792,0,-975.0,-463.0,-1316.0,-652.0
10794,0,899.0,-228.0,-1792.0,-2829.0
10796,0,418.0,-482.0,-2183.0,-3952.0
10798,1,3645.0,2650.0,5710.0,3622.0
10800,0,-2000.0,-1035.0,-3566.0,-618.0
10802,1,2911.0,2899.0,6020.0,3331.0
10804,1,-314.0,-654.0,1316.0,-1094.0
10806,1,-14.0,-76.0,2098.0,270.0
10808,0,-1754.0,-1719.0,-3254.0,-1195.0
10810,0,1320.0,548.0,1360.0,214.0
10812,0,2418.0,2274.0,1560.0,1765.0
10814,1,1961.0,969.0,3544.0,1786.0
10816,1,-131.0,-661.0,-2503.0,-1783.0
10818,0,-1142.0,-1280.0,-4373.0,-4695.0
10820,1,441.0,845.0,2523.0,1911.0
10822,1,1969.0,398.0,2348.0,1554.0
10824,1,-479.0,266.0,-2000.0,-1281.0
10826,1,1878.0,1389.0,2810.0,-505.0
10828,1,1061.0,-125.0,2883.0,-163.0
10830,0,-2900.0,-2757.0,-865.0,-3485.0
10832,0,-3440.0,-2842.0,-5934.0,-5584.0
10834,1,-805.0,-528.0,3013.0,2226.0
10836,1,633.0,-8.0,2689.0,1427.0
10838,0,-1153.0,172.0,-3769.0,-1997.0
10840,0,-3090.0,-2401.0,-2994.0,-3376.0
10842,1,2722.0,1859.0,3053.0,1885.0
10844,0,122.0,-68.0,688.0,-255.0
10846,1,867.0,701.0,2796.0,1963.0
10848,1,4068.0,2036.0,5293.0,1831.0
10850,0,-2600.0,-650.0,-1029.0,-800.0
10852,1,-2.0,-5.0,6417.0,3872.0
10854,0,505.0,1068.0,58.0,-538.0
10856,0,-752.0,-351.0,-3484.0,-2821.0
10858,0,511.0,402.0,1659.0,863.0
10860,1,79.0,892.0,-2378.0,-1068.0
10862,1,1475.0,1144.0,4373.0,2475.0
10864,0,998.0,1428.0,-479.0,-1066.0
10866,0,-1747.0,-1903.0,-2254.0,-4302.0
10868,0,409.0,195.0,355.0,1580.0
10870,1,-445.0,279.0,-2255.0,53.0
10872,0,-487.0,-1042.0,-3341.0,-2600.0
10874,0,188.0,220.0,668.0,402.0
10876,1,1439.0,780.0,1675.0,506.0
10878,0,579.0,59.0,-1391.0,-2531.0
10880,0,-2403.0,-2761.0,-3870.0,-2261.0
10882,1,486.0,-328.0,-564.0,-1326.0
10884,1,-61.0,124.0,1887.0,-208.0
10886,0,466.0,-300.0,1355.0,948.0
10888,1,2000.0,3336.0,5805.0,5187.0
10890,0,-117.0,334.0,-887.0,-1032.0
10892,0,1344.0,786.0,2765.0,887.0
10894,0,-2235.0,-2654.0,-4022.0,-2860.0
10896,0,-2667.0,-2096.0,-7131.0,-6409.0
10898,1,2550.0,1357.0,3060.0,796.0
10900,1,-7.0,-578.0,540.0,-265.0
10902,0,1327.0,152.0,1671.0,-616.0
10904,1,-600.0,-1631.0,-413.0,-459.0
10906,0,-833.0,-2008.0,-435.0,-1146.0
10908,1,1900.0,1730.0,4842.0,3298.0
10910,1,155.0,650.0,-236.0,995.0
10912,1,-424.0,629.0,166.0,1414.0
10914,0,1620.0,676.0,359.0,275.0
10916,0,-72.0,1290.0,-366.0,516.0
10918,0,-1606.0,-1515.0,-1860.0,-3115.0
10920,0,117.0,-249.0,-382.0,-1339.0
10922,0,306.0,-650.0,592.0,318.0
10924,0,862.0,-191.0,-810.0,-3187.0
10926,0,-1821.0,-379.0,-3695.0,-1896.0
10928,1,-216.0,-1255.0,-899.0,-2671.0
10930,0,-1483.0,-453.0,-1795.0,103.0
10932,1,2038.0,1977.0,2296.0,1233.0
10934,0,-2899.0,-1075.0,-3308.0,-2015.0
10936,1,2117.0,1898.0,4905.0,3822.0
10938,1,-1223.0,-491.0,-2157.0,-331.0
10940,1,-501.0,-1211.0,1420.0,565.0
10942,1,1202.0,562.0,1576.0,416.0
10944,0,-60.0,31.0,806.0,-196.0
10946,1,294.0,-308.0,264.0,-1013.0
10948,0,-993.0,-2333.0,-3631.0,-4931.0
10950,1,603.0,-202.0,2031.0,258.0
10952,0,-648.0,-439.0,-2202.0,-2660.0
10954,0,1056.0,157.0,2695.0,164.0
10956,0,1400.0,-1.0,-903.0,-1046.0
10958,1,3256.0,1473.0,6210.0,3964.0
10960,1,-562.0,-810.0,-944.0,-247.0
10962,0,-425.0,-1113.0,-3600.0,-2989.0
10964,0,-2406.0,-1522.0,-1941.0,-439.0
10966,1,2868.0,2414.0,9404.0,5496.0
10968,1,771.0,1585.0,1902.0,1578.0
10970,1,1072.0,850.0,1186.0,-907.0
10972,0,545.0,1311.0,3069.0,1996.0
10974,1,-115.0,944.0,399.0,-1874.0
10976,1,5458.0,3530.0,8690.0,4051.0
10978,1,1224.0,264.0,2550.0,805.0
10980,0,-2299.0,-475.0,-1151.0,-56.0
10982,1,-59.0,322.0,-1584.0,113.0
10984,0,-2966.0,-2139.0,-5331.0,-2136.0
10986,1,898.0,534.0,2353.0,1345.0
10988,1,1841.0,591.0,3312.0,1605.0
10990,1,-755.0,-1609.0,439.0,-931.0
10992,1,2815.0,1407.0,3588.0,700.0
10994,0,-1167.0,-1461.0,-1541.0,-411.0
10996,0,1641.0,254.0,2160.0,-1855.0
10998,1,-237.0,-212.0,726.0,840.0
11000,0,-810.0,-640.0,-2325.0,-3014.0
11002,1,-2120.0,-1657.0,-2682.0,-2598.0
11004,1,329.0,192.0,-2085.0,-148.0
11006,1,-1163.0,-1057.0,-624.0,1738.0
11008,0,1401.0,1191.0,3065.0,2585.0
11010,0,-780.0,-503.0,-2008.0,732.0
11012,1,2049.0,1742.0,4011.0,3611.0
11014,0,,,,
11016,1,1253.0,906.0,264.0,920.0
11018,0,-1207.0,16.0,-734.0,-210.0
11020,1,469.0,306.0,2638.0,1099.0
11022,1,-368.0,-957.0,,
11024,1,120.0,422.0,-1103.0,-665.0
11026,1,-68.0,183.0,994.0,1456.0
11028,1,649.0,1287.0,256.0,1206.0
11030,0,-1420.0,-766.0,-326.0,-1470.0
11032,0,-63.0,1460.0,-1669.0,706.0
11034,0,1923.0,1240.0,-63.0,-677.0
11036,0,162.0,529.0,-1004.0,-644.0
11038,0,-723.0,-630.0,-2283.0,-1128.0
11040,1,-1366.0,-1631.0,1056.0,1505.0
11042,0,-1468.0,-1400.0,-3491.0,-3784.0
11044,1,2660.0,1198.0,4548.0,1122.0
11046,1,3930.0,1513.0,5746.0,2603.0
11048,1,1000.0,999.0,4207.0,4011.0
11050,0,160.0,-602.0,-1661.0,-1801.0
11051,0,160.0,-602.0,-1661.0,-1801.0
11054,1,2320.0,3170.0,4906.0,2964.0
11056,0,-748.0,-373.0,729.0,-170.0
11058,1,2635.0,1358.0,7557.0,4531.0
11060,1,-1795.0,-333.0,-4027.0,-284.0
11061,1,-1795.0,-333.0,-4027.0,-284.0
11064,0,-1673.0,-1486.0,-2891.0,-769.0
11066,0,-2664.0,-2447.0,-6854.0,-5713.0
11068,1,38.0,-10.0,-471.0,-626.0
11069,1,38.0,-10.0,-471.0,-626.0
11072,0,-1252.0,-931.0,1082.0,1957.0
11074,0,-702.0,-944.0,-575.0,-508.0
11076,1,336.0,-78.0,940.0,-972.0
11078,0,-452.0,-518.0,23.0,978.0
11080,0,861.0,-443.0,836.0,-171.0
11082,1,1091.0,1380.0,6518.0,6019.0
11084,0,-623.0,-640.0,-1745.0,-1316.0
11086,0,-1329.0,-832.0,-3956.0,-1475.0
11088,0,-1381.0,-1183.0,-2734.0,-1366.0
11090,1,33.0,74.0,713.0,862.0
11092,0,748.0,-142.0,2013.0,237.0
11093,0,748.0,-142.0,2013.0,237.0
11096,1,3066.0,2276.0,3105.0,2997.0
11098,0,-1787.0,-853.0,-3145.0,-2894.0
11100,1,-2641.0,-550.0,-4387.0,-892.0
11101,1,-2641.0,-550.0,-4387.0,-892.0
11104,0,-140.0,-355.0,-1907.0,-1451.0
11106,1,1218.0,1603.0,3285.0,3280.0
11108,0,-1323.0,-1137.0,-4284.0,-3628.0
11110,0,-2232.0,-688.0,-4614.0,-1264.0
11111,0,-2232.0,-688.0,-4614.0,-1264.0
11114,0,-1853.0,-1659.0,-3836.0,-4079.0
11116,1,831.0,1079.0,-1860.0,-1262.0
11117,1,831.0,1079.0,-1860.0,-1262.0
11120,1,-949.0,-903.0,810.0,942.0
11122,1,-1134.0,-1065.0,-88.0,-873.0
11124,1,-392.0,551.0,-515.0,528.0
11125,1,-392.0,551.0,-515.0,528.0
11128,0,-2787.0,166.0,-1411.0,2228.0
11130,1,3409.0,1525.0,8625.0,4932.0
11132,0,-2435.0,-1238.0,-1824.0,-1514.0
11134,0,1665.0,210.0,-736.0,-2686.0
11136,1,3427.0,1419.0,3562.0,497.0
11138,1,-319.0,-366.0,1939.0,766.0
11140,1,4358.0,2563.0,8629.0,4931.0
11142,1,174.0,-324.0,2449.0,927.0
11144,1,1986.0,1404.0,4220.0,4083.0
11146,1,-95.0,-281.0,578.0,181.0
11148,1,884.0,476.0,1988.0,1427.0
11150,1,636.0,453.0,3740.0,2690.0
11152,0,-829.0,-1896.0,-3905.0,-3788.0
11154,0,-1492.0,-789.0,-2233.0,76.0
11156,0,1051.0,-208.0,1337.0,-1134.0
11158,1,-1994.0,96.0,-3542.0,-1941.0
11160,0,-881.0,-892.0,-2604.0,-1709.0
11162,1,1600.0,385.0,3850.0,1650.0
11164,1,658.0,1145.0,1373.0,1596.0
11166,1,-1988.0,-607.0,-1099.0,228.0
11168,1,-154.0,763.0,3617.0,4071.0
11170,0,-1197.0,-1997.0,-2409.0,-1887.0
11172,0,-2467.0,-350.0,-5209.0,-1275.0
11174,0,-636.0,-196.0,-1866.0,-3813.0
11176,1,2100.0,955.0,5490.0,5018.0
11178,0,-1701.0,-1602.0,-3172.0,-3222.0
11180,0,-2389.0,-2030.0,-5248.0,-3974.0
11182,1,3306.0,2278.0,7091.0,4949.0
11184,0,167.0,904.0,-968.0,1610.0
11186,0,575.0,246.0,2953.0,3527.0
11188,1,1860.0,445.0,1490.0,-598.0
11190,1,334.0,795.0,-864.0,170.0
11192,0,345.0,388.0,1220.0,327.0
11194,1,180.0,464.0,2496.0,1843.0
11196,1,-818.0,-1241.0,-1081.0,-2583.0
11198,0,-1755.0,-286.0,-1487.0,-399.0
11200,0,-398.0,173.0,-1039.0,193.0
11202,1,2730.0,925.0,4635.0,2009.0
11204,0,-642.0,-451.0,-658.0,-98.0
11206,1,474.0,448.0,-177.0,1564.0
11208,0,-368.0,523.0,-864.0,-1425.0
11210,0,-281.0,573.0,62.0,712.0
11212,0,-307.0,-417.0,-1539.0,-726.0
11214,1,,,,
11216,1,,,,
11218,1,-549.0,980.0,495.0,685.0
11220,0,-790.0,-842.0,-1484.0,-1011.0
11222,1,-465.0,1115.0,3350.0,3145.0
11224,1,217.0,149.0,-1331.0,-1352.0
11226,1,-1430.0,819.0,706.0,1523.0
11228,0,-3285.0,-1568.0,-5676.0,-2754.0
11230,0,-1929.0,-1645.0,-2291.0,-2921.0
11232,0,372.0,170.0,667.0,1199.0
11234,0,-1085.0,-458.0,-4809.0,-2565.0
11236,0,-791.0,572.0,-2332.0,-96.0
11238,1,859.0,393.0,1996.0,1463.0
11240,0,2159.0,765.0,3195.0,-118.0
11242,1,1211.0,669.0,6685.0,4267.0
11244,0,805.0,107.0,791.0,1692.0
11246,0,546.0,-1625.0,-1001.0,-3233.0
11248,0,-1365.0,-657.0,-2801.0,-1170.0
11250,0,-1400.0,-1503.0,-4677.0,-3344.0
11252,0,-1492.0,-715.0,-4442.0,-1468.0
11254,1,-1408.0,-187.0,-3565.0,-710.0
11256,0,-574.0,-1017.0,974.0,-1077.0
11258,1,609.0,-145.0,-326.0,139.0
11260,0,-1580.0,-1204.0,-2793.0,-2382.0
11262,1,1447.0,606.0,3237.0,1291.0
11264,1,329.0,529.0,-2.0,-406.0
11266,1,1134.0,2375.0,1289.0,451.0
11268,0,993.0,1104.0,810.0,316.0
11270,1,-308.0,-77.0,-475.0,-1364.0
11272,1,1325.0,1596.0,2192.0,2487.0
11274,0,-757.0,-1866.0,-2144.0,-1090.0
11276,1,925.0,170.0,3025.0,-1264.0
11278,0,-335.0,-3.0,-1577.0,304.0
11280,1,319.0,1398.0,294.0,2919.0
11282,0,-101.0,-370.0,-446.0,-895.0
11284,0,-141.0,411.0,824.0,312.0
11286,0,176.0,894.0,-1434.0,-647.0
11288,1,,,,
11290,1,1399.0,120.0,3406.0,2505.0
11292,1,,,,
11294,1,-234.0,-650.0,1089.0,-1134.0
11296,0,1095.0,1015.0,3487.0,4379.0
11298,1,1669.0,995.0,4428.0,2787.0
11300,1,-1186.0,-867.0,887.0,1537.0
11302,0,-571.0,288.0,-2488.0,-2921.0
11304,0,-715.0,945.0,-76.0,1100.0
11306,0,182.0,-710.0,1858.0,-269.0
11308,1,2055.0,1026.0,1415.0,730.0
11310,0,,,,
11312,0,-1379.0,-914.0,-1031.0,-411.0
11314,1,-1733.0,-1516.0,-727.0,285.0
11316,0,588.0,-977.0,-666.0,-2303.0
11318,0,2672.0,1452.0,5860.0,3185.0
11320,0,-232.0,830.0,-1629.0,681.0
11322,0,427.0,-112.0,-2078.0,-1843.0
11324,1,-203.0,707.0,-674.0,216.0
11326,1,891.0,1935.0,1369.0,2343.0
11328,1,-2302.0,-1944.0,-1105.0,45.0
11330,1,-1761.0,-1470.0,-2089.0,-1898.0
11332,1,662.0,252.0,2426.0,1037.0
11334,1,461.0,158.0,2383.0,2417.0
11336,1,395.0,0.0,3402.0,2740.0
11338,1,1724.0,2406.0,3126.0,1254.0
11340,1,356.0,938.0,1825.0,1401.0
11342,0,-675.0,-1022.0,-1085.0,-2108.0
11344,1,1339.0,2.0,850.0,-459.0
11346,1,-2014.0,-876.0,187.0,1321.0
11348,0,1330.0,446.0,2360.0,1140.0
11350,1,1920.0,656.0,4223.0,287.0
11352,0,-559.0,-731.0,-881.0,-567.0
11354,0,-4559.0,-3519.0,-8510.0,-6319.0
11356,0,-1671.0,-330.0,-4483.0,-1291.0
11358,1,97.0,1197.0,-44.0,2012.0
11360,0,-2662.0,-1817.0,-5520.0,-3012.0
11362,1,-2236.0,-387.0,-2034.0,360.0
11364,1,2069.0,469.0,2076.0,-890.0
11366,0,-2608.0,-1330.0,-3899.0,-2258.0
11368,1,5481.0,2238.0,4980.0,-13.0
11370,1,1350.0,-283.0,4110.0,71.0
11372,0,-402.0,-1497.0,-2769.0,-4282.0
11374,1,1016.0,793.0,4652.0,647.0
11376,1,-415.0,397.0,534.0,806.0
